,A1,A2,A3,A4,B1,B2,B3,B4,all8
75,0.005363985,-0.251957589,0.06977643,0.954643998,0.26647011,0.967204152,0.942207568,0.954789272,0.96082403
76,-0.35234198,0.283754587,-0.099068013,0.964103307,-0.865348601,0.969032709,0.927997494,0.947429297,0.970499181
77,-0.294012019,-0.350088172,0.121013619,0.978019294,0.252304372,0.943104865,0.957427108,0.971638517,0.971638517
78,0.012656953,0,0.016838353,0.980767435,0.232602117,0.933023806,0.962603503,0.966792622,0.985471383
79,0.01215901,-0.41045783,0.14013815,0.978258272,0.264703955,0.931809376,0.934103324,0.960467306,0.960467306
80,-0.036232985,0.072854219,0.180121689,0.97872097,0.256342747,0.98391316,0.98391316,0.977383082,0.994550368
81,-0.158427207,-0.090916758,-0.0903897,0.947633937,-0.801046689,0.954156954,0.928604812,0.922027097,0.951740068
82,0.031774742,0,0.062276667,0.965759964,0.260677526,0.927730069,0.926502606,0.98488578,0.956468457
83,-0.247067436,0.192551225,-0.054260952,0.982194422,-0.749209507,0.918483678,0.938999697,0.971133245,0.98802352
84,0.039180453,0.048329453,0.07827059,0.994722918,0.216440014,0.9610835,0.974420315,0.965749636,1
85,0.125538844,0,-0.002117855,0.966283792,0.243728989,0.989188872,0.953939201,0.977383082,0.971792073
86,-0.248794444,0.678400525,0.678400525,0.97618706,-0.773042367,0.918983751,0.97618706,0.944844227,0.993883735
87,0.070158136,0.059921319,0.052471505,0.962453006,0.265137388,0.943104865,0.967558894,0.954800817,0.994366152
88,-0.063747563,0.044203768,-0.035934822,0.984414631,0.265373118,0.977313509,0.95998366,0.977313509,1
89,-0.267427486,-0.481378332,0.123809021,0.97150716,0.331166445,0.97150716,0.94930723,0.97150716,0.977272727
90,0.145962604,-0.124015866,0,0.966283792,0.238872493,0.950230797,0.958744971,0.977383082,0.977383082
91,-0.303541747,0.021804621,0.040365054,0.983378344,0.256030301,0.977400409,0.967558894,0.954800817,1
92,-0.196026548,0,-0.689127588,0.971022471,-0.891991477,0.954475309,0.935847339,0.954475309,0.971022471
93,-0.096516468,-0.047686632,0,0.974420315,0.297375369,0.966525283,0.969535971,0.977313509,0.994722918
94,-0.033428436,-0.28260132,-0.244173291,0.972746914,0.269827422,0.948648168,0.957427108,0.954545455,0.988826465
95,-0.176581102,-0.02937652,-0.202621558,0.971825316,-0.674982184,0.936816842,0.956022225,0.971419477,1
96,0.073294024,-0.077512343,0.026983036,0.989304505,0.233345852,0.903623142,0.954406145,0.943975149,1
97,-0.279378459,0.675756908,0,0.952914465,-0.862161466,0.964060042,0.942146724,0.958388036,0.981536874
98,0.006307051,-0.291176471,-0.316841175,0.92664041,0.312278459,0.955306955,0.900531495,0.943301948,0.954789272
99,0.071695944,0,-0.081144083,0.989743319,0.177240334,0.948658369,0.956182887,0.977083333,0.994832007
100,-0.22026777,-0.054891914,-0.054573697,0.98802352,-0.846205572,0.948308841,0.959868905,1,0.993957649
101,-0.202716404,-0.326445815,0.152597666,0.978258272,0.266255045,0.937535352,0.957875656,0.97169692,0.994428926
102,-0.143004216,-0.160356042,0,0.971504104,0.244419921,0.942693008,0.945313187,0.960903965,0.988303691
103,0.010818343,-0.096510665,-0.035934822,0.964724349,0.191654161,0.950897075,0.964724349,0.966525283,0.984414631
104,0.185069244,-0.006028789,0.039602675,0.943184448,0.301313047,0.971710777,0.930444063,0.920898392,0.927053032
105,0.041831612,-0.037590447,0.008169001,0.966644088,0.31122778,0.971904238,0.974933356,0.949099163,0.949099163
106,-0.213863348,0.222646813,-0.743905111,0.983001595,0.303775367,0.926027031,0.961629442,0.954766164,0.994236263
107,-0.209776231,-0.054573697,-0.793044678,0.95330531,0.171467496,0.95330531,0.92543651,0.971133245,0.965091424
108,0.103239283,-0.48274623,-0.604464296,0.978258272,0.259879227,0.943210679,0.948150779,0.97169692,0.977400409
109,0.012492195,0.012409559,-0.281369526,0.983560524,0.267135474,0.983560524,0.934103324,0.977269792,0.994428926
110,-0.021912512,0,0,1,0.262743388,0.951618934,0.961523948,0.982448816,0.989949494
111,-0.080775194,-0.134290868,-0.175332399,0.982806741,0.191666948,0.959811792,0.940965816,1,0.994169047
112,-0.283840826,0.117439626,-0.028697202,0.948564588,0.33331071,0.959811792,0.937656121,0.965569155,0.959811792
113,-0.071638394,0,0.68672477,0.971175483,-0.732572596,0.936359259,0.94982836,0.967297541,0.994029797
114,0.000378836,-0.124741105,-0.033934723,0.977246283,0.230529953,0.943088715,0.953939201,0.92125738,0.954492566
115,-0.020887313,-0.044712428,0.132863191,0.97894501,0.268037146,0.950464934,0.968904283,0.954731458,1
116,-0.053658201,-0.067221182,0.082885504,0.994609125,0.250988142,0.915504837,0.954406145,0.966333452,1
117,0.138361259,-0.077512343,0.132412962,0.97182887,0.292548361,0.949048614,0.963998407,0.960492165,0.982985829
118,-0.167443803,-0.371079854,-0.261593006,0.965710186,0.223392639,0.954400124,0.927572409,0.971499853,0.977383082
119,-0.198987335,-0.06780635,0.181338774,0.953462589,-0.799841349,0.953462589,0.932504808,0.964612521,0.987729597
120,0.016463898,-0.359758912,-0.493780184,0.960379141,0.287242879,0.965965665,0.962453006,0.977400409,0.954800817
121,-0.161812698,0,0.692820323,0.971504104,0.257554536,0.942534525,0.955533086,0.971331643,0.971331643
122,-0.015071391,-0.035961582,-0.021332825,0.973328527,0.280868797,0.966186329,0.9258201,0.994490316,1
123,0.064656191,-0.293089619,-0.543433909,0.98319208,0.294532716,0.960200272,0.937436867,0.948843742,0.988700202
124,0.046935708,-0.055106576,-0.035644212,0.971710777,0.261110722,0.943184448,0.945402211,0.91481388,0.943406116
125,-0.195554405,0.303884117,-0.327781141,0.975900073,-0.7778335,0.941722192,0.958926603,0.970903821,0.987729597
126,-0.225707243,-0.135831443,-0.283018294,0.978019294,0.274190126,0.954876324,0.952479131,0.971638517,0.994366152
127,0.010419829,0.071614664,0.071614664,0.97894501,0.29495688,0.97894501,0.954406145,0.977365729,0.994609125
128,0.006925273,-0.398469391,0.052105711,0.954789272,0.272179413,0.914642817,0.934458064,0.921911497,0.966605646
129,0.055383235,0,0.008382595,0.973885829,0.268092452,0.966224231,0.959166305,0.982849776,0.994609125
130,0.104324471,-0.008849313,-0.006185896,0.984731928,0.255701332,0.954475309,0.9701425,0.954475309,0.977237654
131,-0.326795461,-0.281231945,-0.404400725,0.942693008,0.268177377,0.948241628,0.931845501,0.97734255,0.9546851
132,-0.261719053,0.036737837,0.234359217,0.978019294,0.268961812,0.954876324,0.933427624,0.994366152,0.983378344
133,-0.24344368,0,0,0.970642333,-0.807305374,0.97530483,0.946864153,0.951740068,0.983633374
134,0.084012687,0,-0.055988337,0.989743319,0.240534142,0.890947935,0.951661903,0.948658369,0.959744264
135,-0.198614855,-0.754326457,-0.326499036,0.965569155,0.286076126,0.931019291,0.927066076,0.954731458,0.977365729
136,-0.232121179,0.054211411,0.0603091,0.962851667,0.236082733,0.926410769,0.938716208,0.960547938,0.983560524
137,-0.206464621,-0.371372492,-0.731971261,0.994366152,0.292173046,0.983378344,0.957427108,0.960777591,0.977400409
138,0.147808553,0,0,0.961244233,0.281552685,0.943634566,0.964724349,0.954627019,0.982825359
139,-0.102814515,-0.32697658,-0.298372524,0.988571053,0.240393885,0.988571053,0.956500715,0.983244112,0.994236263
140,-0.212598236,0.035524707,-0.322080164,0.929759938,-0.577951701,0.935545492,0.924253981,0.941722192,0.947999653
141,-0.16204345,0,0,0.970494959,-0.842439131,0.912760853,0.959403224,0.971022471,0.971022471
142,-0.004887067,-0.00121661,-0.001003595,0.949725813,0.258715145,0.973040858,0.938716208,0.948964915,0.966080308
143,0.027932267,-0.056533377,0.06335107,1,0.186395311,0.966417231,0.966417231,1,1
144,0.037619654,-0.123951728,-0.078380355,0.979164382,0.25573674,0.908795688,0.950217144,0.937465433,0.960967628
145,0.000943648,0,-0.099119031,0.966091783,0.191642415,0.941857338,0.957020298,0.966729104,0.980196059
146,-0.27316398,-0.115398588,-0.462944476,0.936359259,0.257714529,0.971175483,0.931351118,0.96091079,0.938326643
147,0.026816496,0,0,0.990337938,0.2616378,0.930588235,0.962950013,0.94729266,0.959047156
148,-0.260444045,-0.161727583,-0.258737928,0.962045693,0.261211442,0.954643998,0.937436867,0.960200272,0.971572845
149,-0.28960681,0.331652683,0.645123997,0.973328527,-0.932369289,0.952991453,0.937042571,0.969557708,0.976495726
150,0.115254303,-0.051711083,-0.051711083,0.974420315,0.219871398,0.931940528,0.95998366,0.966525283,0.966525283
151,-0.101791558,-0.397300811,-0.743905111,0.972139365,0.247097973,0.908149934,0.941593298,0.944657407,0.942849319
152,-0.154593128,-0.118763702,0.70307765,0.965842321,0.251247443,0.951971638,0.951971638,0.971572845,0.966951115
153,-0.204972898,0,-0.037329298,0.959601879,0.267404453,0.959601879,0.926541564,0.971331643,0.983455012
154,-0.249922424,-0.095507004,-0.066817226,0.97361012,0.321323966,0.97361012,0.939944225,0.954492566,0.994550368
155,-0.213863348,-0.463945889,0.701019666,0.960011203,0.261259646,0.938067923,0.932782499,0.942849319,0.960011203
156,-0.09065856,-0.012156613,0.128149312,0.965842321,0.307029708,0.965842321,0.942207568,0.977394636,0.977394636
157,0.041389179,-0.039066348,0.119102341,0.985471383,0.223870388,0.884705576,0.971558147,0.9251099,0.959241696
158,-0.017761308,-0.052829931,0.01372754,0.96857851,0.288491791,0.97361012,0.953939201,0.98391316,0.994550368
159,-0.35683895,0.663324958,0.669084762,0.974996043,-0.81225031,0.963996753,0.919866211,0.976911977,1
160,0.147819416,0,0,0.989637026,0.276154301,0.961354423,0.942258174,0.965860127,0.977278562
161,-0.21493146,0.69084928,-0.037115374,0.971504104,0.244419921,0.960768923,0.940324692,0.971331643,0.977008421
162,-0.376134501,-0.261593006,0.220719099,0.954400124,0.241973297,0.960011203,0.951453182,0.965710186,0.960011203
163,-0.092482039,0,0,0.964321029,-0.832909849,0.924625541,0.912024167,0.983633374,0.983633374
164,0.010022256,0,-0.080869237,0.994987437,0.296415056,0.93784818,0.961890662,0.947804481,0.994987437
165,0.060546855,-0.079179465,-0.079179465,0.974933356,0.247765614,0.948976469,0.965421584,0.926798546,0.971904238
166,0.053483456,-0.065692102,-0.088259616,0.972139365,0.34066642,0.971499853,0.913756782,0.983001595,0.994236263
167,-0.224133364,0.469652238,0.440277115,0.968245837,-0.853218451,0.950890652,0.95636507,0.980580676,1
168,0.041831612,-0.008849313,0,0.954475309,0.240719563,0.948976469,0.941367583,0.920786588,0.926798546
169,0.066682245,-0.196459246,-0.432734796,0.978258272,0.270664221,0.971562517,0.967906042,0.988949937,1
170,-0.199493711,-0.190079077,-0.715142086,0.949454679,0.256030301,0.943104865,0.952479131,0.950758695,0.954876324
171,-0.182408208,0.661437828,-0.859010166,0.987260626,-0.930547744,0.957427108,0.940774931,0.977012987,0.987260626
172,-0.04162777,0,0.130183392,0.961124418,0.303106577,0.9093702,0.950686993,0.927578955,0.982907841
173,-0.014303657,0,0.10735665,0.984250984,0.227935128,0.979164382,0.969223369,0.984250984,0.994666629
174,0.163508259,-0.033934723,0.09078413,0.97872097,0.250733711,0.977246283,0.96857851,0.989188872,0.994550368
175,-0.239581433,0.323377358,-0.777736486,0.959381289,0.200771173,0.965259914,0.939669476,0.948442733,0.965259914
176,-0.201875956,0.073490907,-0.591608971,0.983560524,0.268788446,0.949725813,0.943398113,0.988949937,0.988949937
177,-0.040276939,0.0655166,0.049490876,0.994666629,0.22482342,0.950686993,0.974155835,0.943812076,1
178,0.076232316,0.097919974,0,0.989304505,0.311662502,0.943440991,0.954406145,0.982985829,0.982985829
179,-0.165041488,-0.02495671,-0.49819639,0.96544285,0.3080674,0.948424275,0.932172486,0.954492566,0.977246283
180,-0.146863383,-0.070703317,0.234359217,0.972746914,0.197845999,0.949454679,0.952479131,0.977400409,0.994366152
181,0.049911037,-0.35514191,0.029379754,0.98907071,0.332720157,0.937674796,0.953462589,0.994490316,0.994490316
182,0.093621205,0.069181682,0.063826287,0.979379229,0.26030586,0.945826678,0.950708238,0.977313509,0.954627019
183,-0.309428399,-0.118763702,0.348460408,0.943778435,0.213680908,0.960200272,0.962045693,0.909578544,0.965842321
184,-0.308801382,-0.291620928,0,0.965139037,-0.829814506,0.951081344,0.965139037,0.960688179,0.977199119
185,0.021351563,0.014822529,-0.076926887,0.951909196,0.242935447,0.985329278,0.947072116,0.948689405,0.982231188
186,-0.153073138,-0.037329298,0,0.988303691,0.237887132,0.953877002,0.950381927,0.967223025,0.994100243
187,-0.216860067,0.33604319,0.694949311,0.971419477,0.339003007,0.948669907,0.961203955,0.977365729,0.983410994
188,-0.229299151,-0.652299511,-0.582893392,1,0.32104432,0.903170768,0.945905303,0.951177756,0.960887217
189,-0.238227735,0.047885421,0.051425948,0.972746914,0.287482787,0.978019294,0.947607083,0.994366152,0.988826465
190,-0.277185161,-0.243161726,0,0.982194422,-0.858715196,0.971133245,0.944089163,0.954557125,0.993957649
191,-0.147959089,0.141283451,-0.119207912,0.950890652,-0.679669005,0.891284478,0.909640443,0.970187166,0.976862745
192,0.167969354,0,0,0.985036563,0.28953202,0.925822158,0.966091783,0.982448816,1
193,-0.103355336,0,0,0.965076447,0.283936394,0.966588901,0.955751818,0.943442446,0.989637026
194,0.121452383,-0.00338947,0.048491724,0.955535456,0.23546906,0.963998407,0.945094643,0.971684661,0.966224231
195,-0.275657971,-0.200074358,-0.200074358,0.965704028,-0.712636143,0.994029797,0.960324019,0.988165264,1
196,0.00834954,-0.00655817,0.063826287,0.971880942,0.179441389,0.956035555,0.926185452,0.966026752,0.949590608
197,0.114074676,0,0.020110753,0.980196059,0.231895577,0.946708236,0.952579344,0.971898504,0.989949494
198,-0.272725419,-0.384292245,-0.441688592,0.965307299,-0.776954793,0.906981345,0.933991662,0.971133245,0.965091424
199,-0.158883857,-0.082995989,-0.346960352,0.948427059,0.241012764,0.948424275,0.945905303,0.915374914,0.938014878
200,-0.31602609,-0.126491106,-0.397227633,0.946811628,-0.8057809,0.946811628,0.958926603,0.929466118,0.970903821
201,-0.159735152,0.285682983,-0.106241138,0.950381927,0.195814542,0.924979151,0.921132373,0.965419108,0.982607369
202,-0.015319238,-0.400156179,0.088213772,0.989304505,0.283308041,0.96099494,0.954406145,0.960492165,0.977365729
203,0.02586141,0.045342074,0,1,0.304734882,0.989949494,0.985036563,1,1
204,0.126930999,-0.185404962,-0.464734291,0.95473312,0.335029697,0.925789176,0.928365735,0.937928636,0.954545455
205,-0.232497279,0,0.674199862,0.9701425,-0.875683926,0.95865344,0.9701425,0.964725894,0.964725894
206,0.028430066,-0.021332825,0,0.966186329,0.286865013,0.949005875,0.934458064,0.966605646,0.96065491
207,-0.103168396,0,-0.242440569,0.960379141,0.274190126,0.954876324,0.924320795,0.944485786,0.944485786
208,0.040935709,-0.033391864,0.07992358,0.97872097,0.249561905,0.914740925,0.953939201,0.954766164,0.949033777
209,0.066076337,0.008899985,0.072952297,0.984250984,0.292241415,0.979164382,0.954863711,0.994666629,0.989417692
210,-0.180474278,-0.029030902,0.694949311,0.948669907,0.262164141,0.948669907,0.943069314,0.967140471,0.960887217
211,-0.022502165,0.08501927,0.158247546,0.984083865,0.26143543,0.984083865,0.940539943,1,1
212,0.035565413,0.050956938,0.035198887,0.985610761,0.253875692,0.930588235,0.971825316,0.924710734,0.959047156
213,-0.167950893,0.684257329,0.185312855,0.970494959,-0.791263797,0.894618349,0.90913729,0.971022471,0.958907288
214,-0.19919822,0.323759134,-0.05052195,0.965307299,0.257518502,0.976467292,0.954521404,0.96497313,0.98802352
215,-0.02314351,0.047651826,0.025805359,0.961124418,0.219280847,0.905341183,0.930632761,0.918098211,0.949816728
216,-0.386305945,-0.324074417,-0.470644402,0.982607369,-0.764187793,0.960768923,0.950381927,0.988303691,0.988303691
217,0.05021277,-0.087879383,0.040824829,0.949984469,0.257916915,0.983738754,0.968245837,0.960706775,0.966605646
218,-0.052178531,-0.020860876,-0.741776623,0.97752522,0.27609419,0.920020508,0.918225057,0.967049848,0.977383082
219,0.07635858,-0.136571173,-0.136571173,0.988949937,0.229317721,0.994428926,0.973040858,1,0.994428926
220,-0.059686679,-0.493780184,-0.493780184,0.965965665,0.202994299,0.960379141,0.933652613,0.944485786,0.971638517
221,-0.285338294,0.215658127,0.696932052,0.966470866,-0.740031248,0.977269758,0.982806741,0.982806741,0.994169047
222,-0.085748145,-0.291242248,-0.526651272,0.977313509,-0.681581573,0.971236265,0.960324019,0.977313509,0.977313509
223,0.054614707,0.019382588,-0.005394546,0.989417692,0.196702191,0.943488782,0.936674165,0.97734255,0.994666629
224,0.090598237,-0.007470596,0.035111738,0.989417692,0.22307805,0.931597357,0.950217144,0.925799073,0.989417692
225,-0.234417872,0.703031204,-0.020378479,0.97752522,0.318213975,0.948763442,0.951453182,0.977383082,0.965710186
226,-0.016920236,-0.003754039,-0.003029725,0.989188872,0.296628988,0.960855748,0.953939201,0.954766164,1
227,-0.297110679,0,-0.291242248,0.982403318,0.232788041,0.965259914,0.939669476,0.971236265,0.994029797
228,0.081805122,0.075417677,0.032335329,0.960706775,0.248816452,0.92664041,0.944736987,0.954789272,0.971748096
229,0.004818287,0.041912974,0,0.955535456,0.289986933,0.971684661,0.945094643,0.960220058,0.977225673
230,-0.210379028,-0.419090741,-0.559766448,0.988700202,0.258321806,0.972446489,0.956968899,0.994301948,0.994301948
231,-0.278022733,0.227574596,0.227574596,0.98319208,0.24167907,0.93833747,0.947051855,0.977394636,1
232,0.004861111,-0.019246693,-0.080812204,0.961761267,0.183421053,0.919622418,0.947072116,0.936617933,0.971863298
233,-0.259840965,0.663324958,-0.859010166,0.974996043,-0.874584472,0.969032709,0.951778521,0.987260626,0.987260626
234,0.088881505,-0.033934723,-0.002556032,0.971651249,0.250090811,0.989188872,0.96857851,0.933830059,0.982926475
235,-0.237769067,-0.493780184,-0.442145509,0.988826465,0.303782576,0.978019294,0.957427108,0.983254148,0.994366152
236,0.10469782,-0.038633398,-0.12469541,0.954406145,0.267904645,0.949048614,0.940539943,0.96099494,0.989304505
237,-0.20332092,0.194232927,-0.304016755,0.959149828,0.216503913,0.970839191,0.944089163,0.942159328,0.977278562
238,-0.319054992,0.696813557,0.694808334,0.965419108,0.291934832,0.960903965,0.916161296,0.935656771,0.951293615
239,0.120677193,-0.07963452,0,0.989743319,0.293570418,0.898037314,0.965421584,0.989743319,0.994832007
240,0.072088586,0,0.028174385,0.97872097,0.304544038,0.960855748,0.96857851,0.966283792,1
241,-0.228149083,0.694808334,-0.187436901,0.948241628,0.257554536,0.931845501,0.940324692,0.938352917,0.971331643
242,0.11537521,-0.002948839,0.071614664,0.984083865,0.267227683,0.926268358,0.954406145,0.982985829,0.97182887
243,-0.17509387,0.286407957,-0.368119552,0.959811792,0.232631682,0.948564588,0.927066076,0.960887217,0.965569155
244,0.012192221,-0.504002623,-0.587150371,0.98907071,0.316883572,0.977260982,0.958314847,0.982998708,0.982998708
245,-0.171536797,0.678400525,0,0.97618706,-0.709000248,0.977237654,0.953998092,0.977237654,1
246,0.066184816,-0.0298163,0,0.969842286,0.192192878,0.943540775,0.965076447,0.93760476,0.954557125
247,-0.271748338,-0.652299511,-0.440729102,0.994169047,0.354381557,0.944722469,0.950923403,0.983410994,0.983410994
