,A1,A2,A3,A4,B1,B2,B3,B4,all8
248,0.115610854,-0.030566454,0.081313346,0.984574911,0.280232828,0.965076447,0.951189731,0.971896198,0.989637026
249,-0.179679495,0.701019666,-0.161625094,0.948512307,0.295586029,0.971374285,0.917201125,0.954521964,0.954521964
250,-0.018569534,-0.012156613,-0.347221277,0.977775003,0.211089279,0.942984441,0.956968899,0.93833747,0.98331059
251,0.008104304,0.021759041,0,0.961354423,0.261796861,0.949014364,0.921849576,0.943540775,0.971896198
252,-0.232742133,0.69084928,-0.263341195,0.966091783,-0.779349107,0.942534525,0.955533086,0.988303691,1
253,-0.158828982,-0.5853282,-0.763924071,0.977383082,0.294508641,0.960011203,0.946484724,0.951050021,0.983362861
254,0.13104415,-0.021188058,0.090759422,1,0.28779023,0.983738754,0.948683298,1,1
255,-0.010445621,-0.092349369,0.124346748,0.994550368,0.296628988,0.943378712,0.944540556,0.92800681,0.954766164
256,0.083139531,0.094911917,0,0.949984469,0.310811129,0.949984469,0.968245837,0.977394636,0.977394636
257,-0.282929337,0,-0.293785896,0.965259914,0.223717039,0.948442733,0.953597341,0.96091079,0.967297541
258,0.148188743,-0.006684217,0.068984885,0.994666629,0.213091479,0.9546851,0.959579116,1,0.989417692
259,-0.242050989,-0.746127256,-0.12991989,0.971825316,0.319556512,1,0.950923403,0.983294806,1
260,-0.198434303,-0.504956278,0.227574596,0.98319208,0.227903193,0.920352719,0.937436867,0.994301948,0.994301948
261,-0.188058545,0.04642899,0.084136028,0.960547938,0.193151928,0.943210679,0.939211115,0.977400409,0.977400409
262,-0.198998459,-0.261122659,-0.251957589,0.98319208,0.243265594,0.967204152,0.951971638,0.971572845,0.971572845
263,-0.27328012,-0.375957511,-0.14793326,0.983378344,0.306633258,0.937379938,0.967558894,0.926183246,0.954800817
264,0.156970098,-0.048837844,0.077963877,0.9553517,0.262407355,0.971651249,0.963624112,0.937699009,0.977246283
265,0.044652757,-0.360517736,-0.628065453,0.948843742,0.285558164,0.928060899,0.943778435,0.942984441,0.954789272
266,-0.155760796,-0.331970774,-0.739666301,0.966841563,0.261259646,0.91403042,0.946484724,0.948763442,0.960011203
267,0.131051132,-0.082208713,0,0.985036563,0.24734258,0.956591337,0.943879807,0.994936676,0.982448816
268,-0.314667474,0,0,0.955533086,0.213392645,0.948241628,0.945313187,0.936596389,0.965419108
269,-0.267770971,-0.475743932,-0.622303234,0.988700202,0.255081403,0.942720222,0.932737905,0.960581237,0.966714986
270,0.041593076,0,-0.005394546,0.989417692,0.309336067,0.93202765,0.932286908,0.960395589,0.989417692
271,-0.12131803,0.130186977,0.052999894,0.988949937,0.332645576,0.973040858,0.967906042,1,0.988949937
272,0.176308749,0.066630083,0.061964572,0.960706775,0.240046103,0.944736987,0.934458064,0.971748096,0.977394636
273,-0.140732992,-0.287501244,-0.719240355,0.983254148,0.163102042,0.914380735,0.957427108,0.912850034,0.944485786
274,-0.165777584,0.195905581,0,0.970839191,-0.796573411,0.965307299,0.954521404,0.982194422,0.98802352
275,-0.2894157,0.078429349,0.303884117,0.981761387,-0.730623019,0.954381443,0.975900073,0.977190722,0.99380799
276,-0.085516537,0.19970897,-0.779955425,0.977313509,-0.815036637,0.965259914,0.959381289,0.944811113,0.977313509
277,-0.343467544,0.106528438,-0.004052338,0.988826465,0.31538428,0.965965665,0.962453006,0.994366152,0.988826465
278,0.06861007,0.01980302,0.065920184,0.97542622,0.196742185,0.954275381,0.961523948,0.954275381,0.95975621
279,0.236958309,0,0,0.977199119,0.276573414,0.945402211,0.954863711,0.965913839,0.965913839
280,0.208349365,-0.001827906,0.057553449,0.949984469,0.18649635,0.944736987,0.948683298,0.977394636,0.949005875
281,-0.024505499,-0.464705882,-0.001827906,0.983738754,0.30382068,0.932121801,0.939336437,0.977394636,0.983128597
282,-0.131278695,-0.059901991,0.028174385,0.960855748,0.229672777,0.97361012,0.934837129,0.971792073,0.983059393
283,0.018483422,-0.055087271,0,0.984414631,0.25095309,0.915215531,0.984414631,0.96028875,0.971880942
284,-0.376064547,0.057517568,0,0.981070844,-0.836538357,0.963996753,0.951778521,0.930735931,0.987260626
285,-0.172663857,0.082985237,0.130034641,0.968245837,0.284436789,0.98907071,0.934765429,0.971748096,0.994490316
286,-0.244895158,0.454735442,0,0.988303691,-0.731349035,0.919294234,0.945313187,0.948563043,1
287,-0.102585928,0.104822773,-0.156955804,0.960200272,0.247285859,0.914882672,0.937436867,0.954789272,0.977394636
288,0.014551795,-0.015116499,0.00940744,0.980390253,0.203543446,0.977078477,0.980390253,0.982342541,1
289,-0.155535012,0.319972347,-0.05052195,0.97716658,-0.753033994,0.918872351,0.9147176,0.967151897,0.971018159
290,0.039378746,-0.592890682,0.088144922,0.977394636,0.24586657,0.932121801,0.966186329,0.966605646,0.966605646
291,-0.077708734,0,0,0.970494959,-0.777771556,0.941473637,0.938314863,0.954475309,0.98787834
292,0.009597765,-0.080407127,-0.040017852,0.961699163,0.223093192,0.985184366,0.957427108,0.959595991,0.97188462
293,-0.04501097,-0.07959079,-0.061918509,0.979997979,0.243549481,0.948925168,0.965759964,0.954381443,0.954381443
294,-0.190339488,0.66033818,0.351442585,0.95636507,-0.760177854,0.933619533,0.923186182,0.986927542,0.993399268
295,-0.176180155,-0.242269554,0.310450085,0.97618706,-0.865080355,0.964901281,0.938314863,0.97618706,0.98787834
296,0.03611895,0.085216863,0.024641021,0.979379229,0.26030586,0.940822304,0.946170225,0.994722918,0.989528507
297,-0.137217597,0.26619093,-0.306719179,0.936105235,-0.709940901,0.970839191,0.930838998,0.922305239,0.960907654
298,0.094217483,-0.05624713,0.064489796,0.985036563,0.202339901,0.875189694,0.966091783,0.93218023,0.93218023
299,-0.244891168,-0.157159406,-0.292618258,0.972446489,0.292963433,0.977775003,0.967204152,0.98319208,0.988700202
300,0.016384323,0.02051256,0.05942234,0.958744971,0.247492524,0.938097762,0.958744971,0.966283792,0.971792073
301,-0.183320467,-0.099068013,0,0.970499181,-0.865348601,0.945585164,0.927997494,0.944741228,0.964103307
302,-0.368660498,0.669972862,0.297247501,0.975606083,-0.877573999,0.947823972,0.947484708,0.993730346,1
303,0.002722714,-0.083982505,0,0.981980506,0.241173998,0.976247987,0.981980506,0.976247987,0.981140181
304,0.020766895,-0.474644453,-0.609286088,0.971444432,0.250347867,0.988700202,0.967204152,0.931809376,0.912460083
305,-0.1710649,-0.359758912,0.166673681,0.988826465,0.324124695,0.960777591,0.942809042,1,1
306,-0.082552066,-0.166087872,-0.020495935,0.97752522,0.186880021,0.966841563,0.97752522,0.988571053,0.983001595
307,-0.251838816,0,0.678400525,0.98787834,-0.706510782,0.900581403,0.938314863,0.967422522,0.977237654
308,0.016615189,-0.015116499,0.052010174,0.980390253,0.278400334,0.990049504,0.957427108,0.977078477,0.994987437
309,-0.108415417,-0.300427046,0.143656263,0.931446947,0.236160629,0.891160191,0.903736925,0.899165402,0.915327946
310,0.085933116,0,0,0.956591337,0.224137931,0.989949494,0.941857338,0.971898504,0.971898504
311,0.016733686,-0.36548547,-0.48274623,0.966080308,0.321626975,0.949725813,0.962851667,0.950594949,0.983193499
312,-0.102165894,0.010783277,0.643267521,0.986393924,-0.848573232,0.908952811,0.948683298,0.929761905,0.960308479
313,0.009658476,-0.12469541,-0.002948839,0.97894501,0.226002259,0.955693096,0.959166305,0.984083865,0.994609125
314,0.013054204,-0.066817226,0.04997637,0.97872097,0.321323966,0.94875213,0.935414347,0.982926475,0.994550368
315,-0.112305058,0.229562185,0.091624681,0.967204152,0.227246345,0.971572845,0.947051855,0.98331059,1
316,-0.186637849,0.648424664,-0.387759273,0.926955792,-0.887550002,0.974021534,0.926049796,0.940017554,0.946724836
317,0.008119894,-0.095478435,-0.0042185,0.984083865,0.315381146,0.909189267,0.963998407,0.960492165,1
318,-0.005996739,-0.570224802,-0.588152515,0.994366152,0.250516149,0.937379938,0.957427108,0.954800817,0.983254148
319,0.050577591,-0.081682014,0.0641511,0.985471383,0.21426882,0.96162059,0.945412772,0.976765677,0.990243669
320,0.056355399,0.234359217,0.707106781,0.988826465,0.287242879,0.943104865,0.952479131,0.966844217,0.983254148
321,-0.183324724,0.032160653,0.019670304,0.972746914,0.237606588,0.938301034,0.942809042,0.971638517,0.971638517
322,-0.233434279,0.665719023,0,0.95811081,-0.748474913,0.957938964,0.90666728,0.960794189,0.977078477
323,0.203075814,0.046292486,-0.035095289,0.979164382,0.192168066,0.921924627,0.950217144,0.971858494,0.979164382
324,-0.083523377,0,-0.055695968,0.961189596,0.18806513,0.950919936,0.974679434,0.948704102,0.95425601
325,-0.143786509,-0.538423978,-0.054260952,0.970839191,-0.733076036,0.936105235,0.944089163,0.954557125,0.98802352
326,0.093369103,-0.001827906,0.094606624,0.983738754,0.213808844,0.963241949,0.939336437,0.966186329,0.98907071
327,0.03110213,-0.077089929,0.104064327,0.97361012,0.202494822,0.949033777,0.97361012,0.971792073,0.994550368
328,0.045572451,-0.14252699,-0.040017852,0.971008312,0.271561143,0.914102891,0.948683298,0.959595991,0.990049504
329,-0.209956264,0.181338774,0,0.954166667,-0.747957592,0.975900073,0.952563332,0.954166667,0.944534471
330,0.061715293,0.711159002,0.079838063,0.988826465,0.304446288,0.988826465,0.967558894,0.971638517,0.994366152
331,-0.040331522,0.068929398,0.110845112,0.98319208,0.307029708,0.971572845,0.967204152,0.98331059,0.994301948
332,0.114691857,0.091687615,0.135443179,0.966283792,0.247492524,0.950230797,0.935414347,0.977383082,0.966283792
333,-0.249077269,-0.045898722,0.327181929,0.925998506,0.272717058,0.965704028,0.895450335,0.936359259,0.930453679
334,0.06958995,-0.030644734,0.149671085,0.984250984,0.268710256,0.898390669,0.954863711,0.943406116,0.949422286
335,0.009791802,0.018961312,0,0.958744971,0.239154393,0.914740925,0.949204983,0.966283792,1
336,0.088151214,-0.11759203,-0.025080312,0.960547938,0.273094354,0.960547938,0.934103324,0.922029231,0.96072123
337,-0.188609417,-0.234681328,-0.16855588,0.954400124,0.354344618,0.925609168,0.907440708,0.971499853,0.977383082
338,-0.004887067,-0.558834181,-0.717537026,0.988949937,0.239682778,0.955097262,0.962851667,0.96072123,0.988949937
339,0.030990895,-0.292618258,-0.326102492,0.977775003,0.239982692,0.972446489,0.937436867,0.988700202,0.971444432
340,-0.190304331,0,-0.727321707,0.988700202,0.167588117,0.925895298,0.951971638,0.98331059,0.994301948
341,0.040336115,-0.014444129,0,0.956468457,0.23145179,0.977190722,0.979997979,0.910352138,0.977190722
342,-0.184657168,-0.177626042,0,0.969411696,-0.748474913,0.92871132,0.941468872,0.964321029,0.987420883
343,-0.199964315,0,-0.027528797,0.960855748,0.273095447,0.960855748,0.94502928,0.971792073,0.971792073
344,-0.134505054,0.077014693,-0.000861531,0.983560524,0.284784075,0.971562517,0.957875656,1,0.994428926
345,-0.035276124,-0.817467333,0.179546212,0.9701425,-0.730623019,0.948090926,0.922531208,0.970903821,0.981761387
346,-0.372719289,0,-0.037115374,0.965419108,0.195814542,0.982607369,0.971504104,0.97734255,0.97734255
347,0.082048155,0.078754595,0.100298037,0.966186329,0.271025485,0.983738754,0.929422293,0.977394636,0.977394636
348,0.029485315,0.067666495,0.146420273,0.989188872,0.309338136,0.932149246,0.949204983,0.92800681,0.977383082
349,0.00539268,0,0.128578123,0.98488578,0.240317994,0.896548135,0.961150105,0.971741903,0.989847453
350,-0.194654533,-0.194171156,-0.490449557,0.988165264,0.242398694,0.942301836,0.939669476,0.944811113,0.977313509
351,0.132890954,0.173484125,0.19583682,0.97169692,0.282271682,0.97169692,0.949725813,0.983193499,0.96072123
352,-0.137398472,0.054343989,0.699025295,0.965710186,0.309154993,0.97752522,0.951453182,0.971499853,0.977383082
353,0.125696994,0.101205113,0.097919974,0.97894501,0.323228357,0.945308238,0.927261066,0.984083865,0.984083865
354,-0.106829786,0.043548257,0.100052031,0.968904283,0.266104109,0.908902692,0.959166305,0.937590341,0.954451346
355,-0.302123956,0.682575337,0,0.970839191,0.267941755,0.954557125,0.959868905,0.948308841,1
356,0.032497282,0,-0.100533653,0.980950636,0.2616378,0.966796464,0.976355995,0.980950636,0.990337938
357,-0.107683983,0.086415857,0.680336051,0.970494959,-0.746878893,0.94719044,0.923380517,0.977237654,0.981980506
358,-0.128466776,-0.442145509,-0.366951233,0.960777591,0.304446288,0.931733354,0.949454679,0.919517212,0.966844217
359,-0.180214525,-0.628774241,-0.530754519,0.988949937,0.316468935,0.949574813,0.967906042,0.994428926,0.994428926
360,-0.106505731,0.152597666,0.152291986,0.97169692,0.276960066,0.943210679,0.962851667,0.944379159,0.97169692
361,0.103945238,0.013785001,0.052704628,0.955306955,0.279969973,0.932121801,0.909922564,0.943301948,0.971748096
362,-0.12190482,0.678400525,-0.311662529,0.993883735,-0.685247372,0.953000653,0.964901281,0.983562547,1
363,-0.198307156,0.043852901,0.075417677,0.973328527,0.208078556,0.955306955,0.953462589,0.983738754,0.983738754
364,0.022750943,0.104257207,0.141727545,0.984083865,0.290820906,0.960841948,0.984083865,0.960220058,0.994609125
365,0.042135049,0.110021557,0.148314394,0.97182887,0.242946728,0.984083865,0.954406145,0.97182887,0.954731458
366,0.000943648,0.036603921,0.036603921,0.985036563,0.253502748,0.943508714,0.957020298,0.942776332,0.989949494
367,-0.213928343,0.480353633,-0.054891914,0.965091424,-0.670672295,0.906981345,0.920114445,0.922305239,0.965091424
368,-0.156173535,0.213790922,-0.028697202,0.977269758,0.266738616,0.966470866,0.950923403,0.994169047,0.982806741
369,-0.189489252,-0.746127256,-0.746127256,0.994169047,0.350031603,0.954492566,0.994169047,1,1
370,0.069589672,-0.009293403,0.04375,0.990147543,0.26491887,0.948689405,0.953462589,1,0.99503719
371,-0.253919394,-0.020986925,-0.26863264,0.920020508,0.298808104,0.961629442,0.927572409,0.942849319,0.948763442
372,-0.037541592,-0.180654247,-0.558834181,0.978258272,0.250915925,0.897471422,0.957875656,0.944379159,0.977400409
373,-0.24881138,-0.313614199,-0.433258315,0.977269758,0.247149854,0.931019291,0.950923403,0.971419477,0.994169047
374,-0.15354235,-0.120359157,0.690466644,0.982194422,0.251225887,0.976467292,0.949262293,0.95433316,0.993957649
375,-0.25596932,0.235852725,0.227574596,0.967204152,0.163824554,0.920352719,0.962045693,0.932183908,0.98319208
376,-0.002863909,-0.171340395,0.106958295,0.973328527,0.298177686,0.983738754,0.958314847,0.98907071,0.977394636
377,0.115057201,-0.377941176,0.100298037,0.955306955,0.284436789,0.932183908,0.968245837,0.949005875,0.971748096
378,-0.127366662,-0.350088172,0,0.965965665,0.193343429,0.948910881,0.913578914,0.944485786,0.966844217
379,-0.158632684,-0.140539761,-0.15249488,0.962045693,0.305345045,0.938311456,0.937436867,0.98319208,0.972446489
380,-0.176336456,-0.076328571,-0.098719153,0.955097262,0.268788446,0.983560524,0.923975802,0.960547938,0.966080308
381,-0.021504993,0.026983036,0.071614664,0.984083865,0.259132503,0.96099494,0.973885829,0.937998501,1
382,-0.175780701,-0.233333617,-0.360517736,0.960200272,0.260759586,0.937208463,0.956968899,0.944578521,0.966951115
383,-0.199152159,-0.109737396,-0.126557106,0.962453006,0.206945594,0.948910881,0.957427108,0.977400409,0.994366152
384,-0.100164769,-0.473117523,-0.56542775,0.972139365,0.420207209,0.931001575,0.936776932,0.994236263,0.983001595
385,-0.248838103,-0.360517736,-0.504956278,0.960200272,0.318601179,0.926114639,0.956968899,0.93833747,0.944578521
386,0.017822835,-0.044712428,-0.007660918,0.968904283,0.217427101,0.950464934,0.945094643,0.949048614,0.954731458
387,0.104869029,-0.058440919,-0.095995937,0.979164382,0.171852282,0.920524328,0.964365076,0.960395589,0.97734255
388,-0.042617753,-0.055087271,-0.055087271,0.964724349,0.265373118,0.95998366,0.937285801,0.989528507,0.984414631
389,-0.114416826,0.151165346,-0.104351771,0.970245851,-0.798175574,0.963770651,0.899487191,0.983563631,0.983563631
390,-0.046469751,0.140927591,0.102994012,0.960706775,0.271025485,0.908936646,0.943975163,0.954789272,0.971748096
391,-0.258271624,-0.525135641,-0.448388452,0.964725894,-0.7778335,0.95865344,0.935352991,0.951638718,0.98359024
392,0.077570812,0.041131428,0.089545237,0.99503719,0.23,0.964887481,0.966736489,0.947952563,1
393,0.050300977,0.124346748,0.104064327,0.989188872,0.281470162,0.97872097,0.958744971,0.994550368,1
394,-0.286379349,0.682288239,0.313469283,0.970494959,-0.771816951,0.935714255,0.938314863,0.993883735,0.97618706
395,0.039280873,-0.02631095,0.138510992,0.977394636,0.326772562,0.954789272,0.944736987,0.966605646,0.983128597
396,-0.224941918,0,0,0.988165264,0.239663481,0.971175483,0.94982836,0.977313509,0.988165264
397,-0.011375129,0.040090612,-0.022155338,0.985184366,0.240602457,0.961699163,0.953025121,0.97188462,0.980390253
398,-0.180947876,0.674199862,-0.071838112,0.964485644,-0.780956323,0.925095484,0.948090926,0.960871269,0.987729597
399,0.144485987,0.074253992,0.080514619,0.971610539,0.296413321,0.977260982,0.963241949,0.960395132,0.982998708
400,0.03226085,-0.05479347,-0.035095289,0.966453237,0.262179631,0.955869745,0.930632761,0.949050359,0.9546851
401,-0.236210574,0,0,0.981536874,-0.775090881,0.935239198,0.931735943,0.993730346,0.981536874
402,0.018257419,0,0.047673129,0.966186329,0.272179413,0.932121801,0.973328527,0.921911497,0.944258571
403,0.066546771,-0.101025263,0,0.98113038,0.206696477,0.948326862,0.976577546,0.971753779,0.990430402
404,-0.324582322,0,0.158844807,0.969032709,-0.752068918,0.969032709,0.946228745,0.970395443,0.987260626
405,-0.137387018,0.094034954,0.121013619,0.978019294,0.26243325,0.931733354,0.957427108,0.948910881,0.983378344
406,0.032743093,0.045652716,0.092447174,0.961699163,0.203715744,0.951769952,0.966417231,0.936849441,0.97188462
407,-0.254681782,-0.251957589,-0.012156613,0.994301948,0.297935945,0.971572845,0.972446489,1,1
408,-0.345333714,0.684257329,-0.06335716,0.981980506,-0.822153743,0.941948614,0.953998092,0.98787834,0.98787834
409,-0.024420125,0.074736884,-0.24725066,0.965710212,0.314401179,0.949026869,0.922800273,0.931809376,0.954539584
410,0.09258859,-0.491965318,-0.448486452,0.98907071,0.279969973,0.954789272,0.973328527,0.966605646,0.983128597
411,-0.156351825,0.36778844,-0.326990689,0.952353266,-0.735497965,0.934914857,0.9258201,0.937955004,0.954156954
412,0.040805181,-0.011161173,0.067987489,0.977278562,0.245152729,0.984574911,0.931358441,0.982738305,0.977278562
413,0.105956957,-0.055379513,0.097260376,0.974679434,0.220807722,0.922290462,0.965076447,0.961354423,0.966588901
414,-0.367399874,0.213891959,-0.159039575,0.953746316,0.24616167,0.977225673,0.950381927,0.953746316,0.977225673
415,-0.113497754,0,0,0.962566135,0.640628304,0.942688662,0.930048687,0.969454274,0.983653028
416,-0.005401108,-0.14108317,-0.000612716,0.988949937,0.21724325,0.966080308,0.957875656,0.994428926,0.994428926
417,-0.028007542,0.025805359,0,0.974155835,0.214355768,0.897559873,0.932286908,0.915371084,0.966453237
418,-0.19746363,-0.073862898,-0.019559485,0.955097262,0.232781113,0.949725813,0.957875656,0.96072123,0.983193499
419,0.108381793,0,-0.057142857,0.99503719,0.228502765,0.966598088,0.957826285,0.982065522,1
420,0.167889268,-0.234681328,0.701019666,0.97752522,0.266461161,0.926027031,0.946484724,0.960860569,0.954766164
421,0.07197458,-0.276515963,0.052704628,0.994490316,0.351563871,0.98907071,0.968245837,1,1
422,-0.079093903,-0.001827906,-0.076665188,0.937674796,0.243292345,0.949984469,0.939562251,0.926263655,0.938181222
423,-0.296085265,-0.012519577,-0.251957589,0.977775003,0.292432801,0.931512994,0.942207568,0.960200272,0.971572845
424,0.066327353,-0.422539955,-0.720115776,0.978258272,0.249107728,0.954950643,0.948150779,0.960467306,0.988949937
425,-0.309428399,0.21213421,-0.012156613,0.966951115,0.279655998,0.972446489,0.928060899,0.935177557,0.950910357
426,-0.269999056,0.115113207,-0.281231945,0.988303691,-0.784429998,0.93202765,0.960768923,0.960903965,0.967223025
427,-0.164677394,-0.071838112,0.674199862,0.987729597,-0.867014742,0.958926603,0.953462589,0.99380799,0.987729597
428,-0.011129887,0.10858538,0.130808366,0.98113038,0.185460121,0.938030464,0.958980113,0.971753779,0.990430402
429,0.13487481,0.078967257,0.078967257,0.983378344,0.230321166,0.937101716,0.967558894,0.97150716,0.994366152
430,-0.33782223,0.165841475,-0.203836158,0.944111752,0.179494219,0.962453006,0.938083152,0.960379141,0.965965665
431,-0.03275349,0.050596407,-0.033391864,0.98391316,0.247726259,0.915616946,0.97361012,0.944123938,0.960578577
432,-0.135901226,-0.459372062,-0.752180431,0.971419477,0.356928002,0.959811792,0.911736703,0.971419477,0.983410994
433,0.128056182,-0.003770926,0.049490876,0.979164382,0.283874719,0.950686993,0.959579116,0.949050359,0.994666629
434,-0.13477793,-0.313032115,-0.617920428,0.982806741,0.2702431,0.959681877,0.950923403,0.971296661,0.988438918
435,-0.291872195,0.70307765,-0.012156613,0.965842321,0.251892548,0.937208463,0.967204152,0.922205926,0.96082403
436,-0.036232985,-0.024705135,0.079017443,0.97361012,0.296628988,0.960855748,0.944540556,0.966283792,0.989188872
437,0.028196227,0.043852901,-0.046807986,0.973328527,0.325679742,0.960706775,0.943975163,0.98907071,0.98907071
438,0.072018979,-0.055379513,0.023489697,0.966588901,0.299490655,0.960171533,0.946066374,0.965860127,0.965860127
439,-0.109126986,0,0,0.981536874,-0.707214215,0.964417453,0.936897955,0.983511436,0.977032494
440,-0.079080102,0.052999069,-0.459372062,0.948669907,0.33331071,0.965569155,0.943069314,0.93836344,0.960887217
441,-0.24979733,0,-0.392455498,0.97752522,0.322240245,0.965710186,0.936776932,0.994236263,0.994236263
442,-0.09065856,-0.64960146,-0.628065453,0.994301948,0.274591694,0.965842321,0.967204152,0.96082403,0.950910357
443,0.008183679,-0.027528797,-0.056655857,0.96857851,0.226028364,0.916173432,0.944540556,0.971792073,0.98391316
444,0.003059684,-0.028525148,-0.009876895,0.974155835,0.18829944,0.926884971,0.945637758,0.954398238,0.971710777
445,-0.153390649,0,-0.481117064,0.960200272,0.274591694,0.937208463,0.943778435,0.96082403,0.954789272
446,0.025478338,-0.048488114,0,0.977775003,0.227246345,0.98319208,0.942207568,0.971572845,1
447,-0.004026048,-0.580131729,0.091287093,0.98907071,0.235862554,0.943301948,0.963241949,0.950419011,0.96065491
448,-0.050774804,0.421818722,-0.731489774,0.977775003,0.292432801,0.932183908,0.972446489,0.960200272,0.988700202
449,0.174480109,-0.077532975,-0.033934723,0.960706417,0.228126748,0.963624112,0.949204983,0.977246283,0.943736418
450,0.148340066,-0.09753197,-0.055670221,0.984731928,0.250434707,0.989743319,0.960768923,0.982646593,0.994832007
451,-0.049598778,0.112854134,0.166173513,0.971638517,0.274190126,0.943104865,0.949454679,0.932201226,0.971638517
452,-0.317904368,-0.756490956,-0.028697202,0.977269758,0.275558869,0.977365729,0.966470866,0.977269758,0.994169047
453,-0.085589736,0.707106781,-0.012226681,0.98319208,0.249099593,0.898882838,0.937436867,0.954789272,0.948843742
454,-0.216020306,0.709171331,0.703031204,0.954263397,0.334911325,0.896175403,0.956500715,0.960623071,0.960623071
455,-0.151774649,0.035524707,0.674199862,0.964485644,-0.815190688,0.941035925,0.932504808,0.95865344,0.987729597
456,0.131295358,-0.050603555,0.053920277,0.951281601,0.23690631,0.938178095,0.965421584,0.937441019,0.954475309
457,0.105638639,0.025805359,0.0619768,0.971858494,0.247852208,0.984250984,0.935548909,0.971858494,0.97734255
458,-0.013864839,-0.113271202,-0.079179465,0.984731928,0.210141704,0.943235518,0.9701425,0.960043806,1
459,-0.224209716,0.286750612,0,0.974996043,-0.859337285,0.957712014,0.951778521,0.970395443,0.993569065
460,0.090436693,0.012628742,0,0.995271841,0.21232138,0.932818271,0.963952042,0.981593461,1
461,0.028196227,0.040824829,0.081561258,0.97849211,0.207360131,0.97849211,0.953462589,0.983738754,0.994490316
462,-0.188360998,0.245311004,0.245311004,0.929192121,-0.559194077,0.958438653,0.877184836,0.924870785,0.952352342
463,-0.408994798,0.310450085,0,0.958907288,-0.701285244,0.925299945,0.959403224,0.960894504,0.977237654
464,-0.034007081,-0.499516946,0.114744463,0.988700202,0.196586677,0.890842984,0.947051855,0.960581237,0.954539584
465,-0.12644432,0.082233868,0,0.960768923,0.315692287,0.971504104,0.930580132,0.965419108,0.97734255
466,-0.205505354,-0.353151198,-0.578691171,0.948241628,0.267404453,0.926541564,0.926541564,0.948563043,0.953877002
467,0.013236902,-0.045216106,-0.00655817,0.956035555,0.219871398,0.956035555,0.955312179,0.96028875,0.977313509
468,-0.060453493,-0.116249688,-0.212344047,0.960768923,0.27814509,0.884482744,0.921132373,0.982607369,0.988303691
469,0.028527217,-0.038148343,-0.009494146,0.974933356,0.261385115,0.954166667,0.965421584,0.93125,0.942799346
470,-0.140846848,-0.283018294,-0.442145509,0.954876324,0.278118223,0.954876324,0.978019294,0.954800817,0.983254148
471,-0.252522121,-0.431107688,-0.436301944,0.98802352,-0.822812297,0.942159328,0.949262293,0.977278562,0.977278562
472,-0.27744992,-0.285186273,-0.300764853,0.955306955,0.266786041,0.960706775,0.924452859,0.966605646,0.977394636
473,0.03804205,-0.24378357,-0.180654247,0.962851667,0.254626612,0.937535352,0.948150779,0.960547938,0.97169692
474,0.089626585,0,-0.006028789,0.984250984,0.212472089,0.955708151,0.959579116,0.954398238,1
475,0.034933873,0,0.056415267,0.974679434,0.283936394,0.943442446,0.965076447,0.949014364,0.965860127
476,0.021459331,0.051223009,0.115675862,0.960855748,0.217074942,0.914740925,0.920044779,0.938097762,0.960578577
477,0.192636678,-0.058440919,-0.035095289,0.966453237,0.289138542,0.950686993,0.954863711,0.9546851,0.9546851
478,-0.205397662,0.47478785,0,0.964901281,-0.860837361,0.94719044,0.938314863,0.977237654,0.98787834
479,-0.284624243,0.1976266,-0.050230754,0.976467292,0.256264001,0.976467292,0.949262293,0.98802352,0.98802352
480,0.049988223,-0.24378357,-0.164907149,0.944431203,0.263404181,0.955097262,0.948150779,0.943210679,0.966080308
481,0.074525041,0,0.039182555,1,0.188214149,0.947830701,0.977217967,0.963383548,0.940290525
482,-0.310544461,0.413952197,-0.257501198,0.974996043,-0.882041905,0.974996043,0.951778521,0.964103307,0.981070844
483,-0.184138412,0.690660187,-0.551161275,0.982403318,-0.715525652,0.936359259,0.955032938,0.977313509,0.977313509
484,0.052051583,-0.194943257,-0.17532387,0.949026869,0.296617801,0.948586916,0.95450409,0.948586916,0.977269792
485,-0.195554405,0.681994339,0,0.958926603,-0.728135458,0.923480755,0.932504808,0.964725894,1
486,-0.195966766,-0.278652218,-0.475060294,0.977269758,0.33331071,0.977269758,0.940965816,0.994169047,0.988438918
487,-0.157505926,-0.055751138,-0.038323353,0.983738754,0.191095078,0.971748096,0.963241949,0.98907071,1
488,0.183571879,0.039213903,0.090627687,0.982342541,0.292831455,0.948781802,0.966417231,0.948260375,0.948260375
489,-0.243787538,-0.197018911,-0.278107443,0.965830501,0.248853812,0.931446947,0.938688735,0.928044013,0.954545455
490,-0.01908126,-0.001277753,-0.05390246,0.98907071,0.371704702,0.932121801,0.948683298,0.98907071,0.994490316
491,0.043103391,0.046292486,0.053948136,0.937997852,0.187001993,0.949050359,0.930632761,0.937883336,0.960395589
492,-0.205491116,0,-0.291242248,0.976741004,-0.632532179,0.953597341,0.955032938,0.944811113,0.971236265
493,-0.21378103,0.213790922,-0.468104423,0.977269758,0.290826747,0.971825316,0.956022225,0.988438918,0.994169047
494,-0.12879768,0,0.118488425,0.989188872,0.218918413,0.931982429,0.953939201,0.960312742,0.971651249
495,0.018613471,0.025918865,-0.05479347,0.989417692,0.258731173,0.950686993,0.941123948,0.982907841,0.984250984
